------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v3.2.1 date format M/d/yyyy Filter Normal -----------
Serial Number: NEO1C16110306
Start Time 06:34:00
Start Date 5/15/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 14:02:26
Download Date 5/22/2014
Current Memory Address: 0
Current Battery Voltage: 3.74     Mode = 13
--------------------------------------------------
Axis1,Axis2,Axis3,Steps
325,638,358,6
638,675,509,7
8,0,0,0
1414,1938,1037,11
1634,2337,2273,17
828,852,1058,7
1647,3748,3922,17
2195,2579,2531,13
735,1756,1143,6
3150,2963,3983,28
2334,2383,2185,71
5268,4471,3621,92
5274,5129,3993,73
1617,2784,3207,18
681,1672,1142,11
745,631,971,5
1404,2343,2525,13
969,1084,2228,10
432,1161,1502,6
1820,2216,2758,17
894,463,1407,13
772,781,662,6
296,210,370,4
1041,1147,1505,12
558,402,193,5
538,882,1546,10
438,332,1156,6
552,540,476,7
1746,1042,1556,8
31,23,61,1
28,6,131,1
392,293,886,5
552,415,992,11
141,640,267,3
484,387,252,5
179,575,348,4
2,88,76,1
71,31,145,2
324,550,1195,4
391,715,333,7
22,35,3,1
22,55,1,1
542,820,1395,4
34,144,346,1
793,1352,1311,6
873,1290,1760,6
475,440,372,3
156,0,179,3
110,397,377,1
745,705,1016,3
556,701,687,6
225,193,628,5
1668,1908,1905,12
3432,3683,3291,75
2494,2724,2828,58
1327,1193,2961,18
2123,1833,2646,22
1552,1531,2173,16
1452,2072,1930,17
1549,2099,2375,9
948,556,1204,18
1652,2427,2246,27
14,34,130,1
1482,2283,2600,18
1010,1902,1431,16
625,696,241,16
2020,1686,1930,11
0,90,36,0
911,1230,2222,5
147,1802,984,2
379,625,283,3
784,1242,1295,8
1393,1544,2345,12
863,1312,706,12
2164,3385,3590,15
1829,1177,1423,15
1456,998,1610,13
855,567,669,5
380,408,177,6
157,91,112,3
119,478,154,3
562,1007,505,6
362,539,68,5
1622,2171,2574,14
109,253,32,2
782,952,1166,8
218,1330,548,5
816,1953,1346,11
2523,3133,2598,21
429,468,932,3
907,1097,1328,6
532,694,1895,7
179,297,959,2
712,805,1521,5
0,0,0,0
9,0,35,0
990,2149,1949,10
909,877,491,7
2205,1780,2473,18
3374,2891,4320,30
2218,1543,1631,16
804,788,423,3
943,824,1225,9
1928,3194,3234,18
1031,502,1831,13
1580,1484,2104,14
71,91,29,2
1556,1363,1280,13
1237,1276,1306,15
1618,2083,2173,15
161,437,53,3
2883,3785,2846,17
1836,2205,965,19
4206,4095,4671,28
1000,1538,697,7
641,817,376,10
1275,1759,1274,13
347,586,218,6
1111,1144,925,11
327,659,410,4
502,432,303,5
784,1171,643,6
539,1216,462,10
1257,1337,1548,14
919,1637,532,16
1740,2085,1533,15
277,639,306,3
636,1534,720,7
566,842,757,9
1393,1834,1413,23
1493,1424,1563,14
1274,1700,1507,18
762,1602,892,11
1896,1780,1436,25
378,649,366,6
1091,1615,1023,17
1697,1008,1744,11
2200,2730,2378,17
3565,4202,4302,34
1522,2055,2158,14
2193,2685,2113,19
660,1423,634,7
48,120,87,1
0,26,1,0
1609,1607,1718,8
7139,6545,8461,46
2537,1929,1151,22
1676,1790,1543,33
3453,2793,3336,67
4102,3221,3821,41
4117,3654,3809,49
131,201,177,6
1021,694,902,4
1646,1757,1088,15
1205,803,1041,10
1865,1875,828,14
453,175,83,5
612,1272,607,10
444,528,660,6
509,489,330,4
660,835,179,11
1807,2797,1719,17
1958,2585,907,18
2717,2633,1131,24
1578,1992,1254,14
1935,1945,1533,15
2379,1869,1654,15
2739,1989,2305,17
1960,2054,1544,14
3299,3682,3093,22
5609,5273,6790,40
12247,10350,8698,75
4684,5362,5639,32
5624,6952,6216,24
6188,6066,6389,34
4785,4427,5518,32
4158,4573,5135,26
4043,3220,3882,27
4038,2687,3741,26
3218,3033,2115,33
7280,7317,9359,45
4719,5596,5486,35
8323,8010,7535,46
5194,5582,4763,45
6550,5655,6855,54
6022,4293,5931,74
8726,6644,6855,93
3593,4065,3607,54
3102,2722,2918,43
3689,2092,2502,42
6334,2922,3956,52
6219,3539,4754,32
6149,4253,5391,44
1928,2414,2231,37
845,983,868,7
4982,4895,5529,44
260,2379,2920,3
906,2400,2340,8
1009,2920,2629,7
536,1423,985,6
208,580,558,5
301,537,74,3
503,1597,831,2
1442,1475,2660,14
766,2942,2492,10
434,1897,2142,5
332,856,1287,4
221,1277,1310,3
43,0,77,1
0,0,0,0
169,87,330,1
549,1263,1153,6
279,230,168,2
788,1442,1015,6
1091,2154,1351,9
2198,4300,3679,18
550,992,608,5
0,381,126,0
296,1181,1080,3
134,646,549,5
11,300,241,0
5,295,480,0
1915,2508,2515,12
168,995,527,2
1847,3046,2554,12
2866,2000,3651,23
1802,2184,3629,17
90,696,101,1
10,532,39,0
774,1366,619,14
1271,997,1468,9
1881,1935,2508,18
3819,3030,3715,24
3581,4006,3849,31
867,1583,2064,6
1269,1331,1944,6
475,604,460,5
504,812,989,10
359,938,1306,7
1342,2227,2091,12
1390,1109,2028,8
540,669,868,2
41,0,119,1
1218,2682,1927,19
536,420,925,7
90,504,345,2
33,320,183,1
271,600,990,4
1486,2340,2778,11
1925,2201,2477,17
3219,4426,3531,33
555,642,563,6
834,2348,1537,11
34,231,69,1
27,107,73,1
16,42,44,0
275,268,22,4
582,1795,1292,10
1100,2419,1586,14
653,2312,2159,8
664,1271,740,11
124,728,1253,2
119,15,202,1
146,454,944,3
691,829,871,5
2421,3263,3613,22
1983,2291,1531,23
1073,1638,1680,10
543,1317,843,6
320,679,416,3
562,543,1060,6
1111,2474,1559,14
1047,2966,2193,14
1065,4328,1651,15
2345,2989,3306,17
759,2430,1182,9
1875,3328,2655,19
1584,2058,1579,16
1082,2040,1743,14
804,1972,936,14
2833,2504,2531,15
1145,2139,1638,17
5087,2152,3131,28
2278,2508,2372,16
2343,2584,2883,18
1492,1496,1753,14
1352,2868,1932,21
2004,1929,2868,16
1031,2431,1414,13
1640,2961,1119,19
2872,2930,3166,48
2814,2030,2416,47
2418,2311,3242,19
3386,3035,3165,35
3208,3304,2446,85
2322,2682,2134,22
2307,3257,2992,35
880,2148,1973,17
924,1701,975,13
1127,1748,967,13
809,2334,927,10
1845,2695,2739,20
7233,6332,5987,40
5590,6197,5034,35
4421,3661,3109,59
4328,2835,3001,25
5311,4328,3852,40
3478,2851,3208,38
1137,927,1141,20
8186,6333,4569,39
5903,5187,4595,78
433,673,706,8
11,9,57,1
796,828,566,4
970,500,224,5
935,591,645,9
1225,627,1166,6
1908,1147,1296,16
1363,557,592,20
4774,4503,3931,30
4631,4090,3715,21
5108,5864,5910,29
3948,3683,3558,43
2256,3331,2528,20
1026,1889,1874,10
1995,3282,3142,20
1980,3240,4403,18
244,629,394,2
832,1772,830,16
1104,1632,772,9
1270,1638,1475,14
548,1022,957,7
1899,2314,2144,19
469,741,308,7
864,2277,1209,11
858,2703,1388,14
1924,3690,1602,21
463,1650,387,6
768,1371,598,12
945,1428,586,15
2554,2557,2486,19
1736,2167,2286,18
1007,1883,2539,12
1088,2057,1632,13
2112,2312,1780,8
1198,894,1606,10
911,541,1625,10
1323,2064,2034,9
4791,4670,4696,42
3199,2411,3750,85
2682,3614,2837,31
378,1651,890,6
530,1616,475,9
1624,1897,1506,11
1705,1300,1809,8
934,1110,1385,9
1510,1527,1930,16
65,269,346,2
154,568,236,2
132,291,141,2
445,898,940,7
2571,2369,3235,15
3196,3448,4349,41
4802,4316,4245,64
1915,3116,2867,27
1958,3689,2632,22
1349,1432,465,20
2887,3946,2572,39
6618,5856,5861,32
5111,3774,4390,44
4188,2620,2607,29
3668,3164,3647,44
2317,1853,4462,56
2916,2435,2620,40
563,470,1120,8
62,93,196,3
121,69,77,6
57,105,99,2
470,1190,818,4
703,784,734,7
474,628,745,12
219,257,143,11
76,180,38,4
97,112,107,5
125,164,112,6
155,50,88,5
527,555,379,7
2668,2752,3044,41
1633,2100,2684,47
1540,1628,2080,58
1373,1639,1867,44
4118,4397,4078,28
5356,4758,6259,42
2599,3184,3351,17
6125,5255,5375,32
1490,1316,1404,9
0,9,0,0
0,0,0,0
786,809,423,6
0,0,0,0
154,70,89,1
0,0,10,0
787,1079,756,6
160,117,224,2
253,322,475,2
16,61,11,0
0,91,50,0
0,0,0,0
397,278,228,2
77,79,158,0
0,125,0,0
0,0,0,0
31,353,393,1
346,420,482,3
511,2469,1328,7
200,591,329,1
435,757,521,3
317,811,606,4
84,293,177,4
0,0,0,0
127,149,1,1
4,200,13,0
57,140,7,2
0,151,0,0
0,41,0,0
0,12,0,0
168,132,92,2
0,42,22,0
0,52,27,0
85,103,94,1
27,136,138,1
3228,3090,3204,18
1331,1932,1262,12
1457,1750,552,17
307,639,626,2
14,147,127,0
1169,2364,1303,14
26,118,66,1
1196,559,593,7
0,33,0,0
8,118,0,0
0,100,0,0
0,15,0,0
12,0,0,1
525,518,112,4
1107,824,786,9
312,524,120,5
68,209,34,1
18,0,19,0
68,128,136,2
0,101,8,0
0,0,0,0
28,122,38,0
656,620,449,5
57,130,119,0
23,114,86,1
0,69,0,0
0,94,0,0
6,56,0,0
3207,2899,2992,16
2081,3541,3081,25
387,478,436,4
531,894,475,3
736,975,408,9
385,442,510,3
124,203,580,3
215,294,504,4
48,6,223,2
104,0,222,2
73,0,170,2
1796,1376,2250,21
1384,1806,2800,31
769,1205,1713,15
3754,3554,2809,19
7862,6930,6546,46
5418,4741,4833,38
2934,3186,2229,26
2273,3369,2631,18
3233,3016,1994,27
2275,3166,1485,26
3038,3388,2719,22
1615,2346,911,16
3024,2578,1356,24
2342,2638,1524,21
474,652,1155,8
327,70,443,5
431,43,693,5
1456,2647,2261,16
554,972,720,5
242,498,172,4
395,294,178,1
917,850,399,4
84,294,165,3
1192,1252,1107,6
394,721,239,1
357,832,210,3
471,513,431,4
734,1316,754,8
0,12,0,0
4309,3771,2829,18
594,1111,404,14
4256,4802,3814,41
6292,6785,6282,42
4990,5198,4916,37
642,797,420,6
101,318,106,2
72,312,300,0
3346,4297,3414,21
234,281,428,1
300,754,790,4
807,1461,603,8
1025,775,542,6
1033,1220,657,9
544,397,336,12
308,144,270,6
84,62,70,1
286,404,595,8
330,707,405,7
237,257,206,3
238,282,155,3
0,0,0,0
18,88,0,0
15,56,36,0
0,0,0,0
3775,2997,3383,33
4081,3223,2461,31
1354,1115,874,9
644,801,511,7
7,71,4,0
210,82,33,2
797,667,303,6
391,562,755,5
394,342,1042,9
696,338,466,8
243,527,287,4
31,163,7,1
585,1156,603,9
99,858,198,2
276,832,179,6
308,654,174,4
476,579,731,7
233,378,366,7
13,84,40,0
94,634,185,4
145,729,68,2
534,739,391,7
611,820,635,3
573,695,631,7
714,358,210,5
125,374,350,2
35,388,55,1
0,2,46,0
0,0,0,0
633,1007,1069,4
974,930,1073,12
88,109,364,2
620,1056,507,10
6,30,0,0
437,454,251,7
802,443,433,5
550,925,140,8
523,898,402,9
710,1188,361,9
376,586,97,7
505,1037,266,5
699,938,346,8
706,1006,1588,13
499,640,1475,8
69,136,44,2
269,1119,498,3
656,706,257,4
1056,2303,2369,14
450,1213,790,7
3028,3096,4002,21
545,792,450,3
1082,796,1215,6
2384,1973,2159,23
1384,1746,2314,11
443,1088,1933,6
1264,1573,1334,15
430,726,387,6
1989,2692,2145,19
361,430,240,12
294,129,53,5
142,166,44,1
301,131,110,7
1327,1230,1555,9
577,410,572,3
2130,1956,1725,25
2788,1789,1756,28
1267,1484,1849,9
589,146,1201,6
1278,1543,963,13
616,864,1002,8
3332,3005,3976,21
6020,6518,5723,44
5439,5484,5004,36
7115,9569,8905,44
4018,5374,4260,42
2725,3501,1826,21
1134,1442,681,21
1623,1530,688,22
2815,3641,2130,37
1448,1667,1741,17
1916,2407,1723,14
1017,1907,2059,8
2759,2744,3182,16
4402,3427,3808,24
5581,6216,5124,28
1,120,19,0
0,41,7,0
10,26,0,1
12,233,79,0
356,858,515,3
88,263,117,1
595,708,296,8
810,768,420,7
4933,4562,4309,24
3351,3945,4886,29
2251,2571,2237,21
791,678,1058,7
0,0,35,0
1524,1778,1942,11
4865,3778,3181,33
968,1250,933,20
943,2051,1749,11
11,26,91,0
6,0,31,0
0,0,16,0
228,206,138,1
0,50,0,0
2,34,16,1
106,311,176,2
215,312,66,2
0,0,0,0
32,143,90,1
0,84,10,0
0,0,0,0
2831,3141,2920,17
14090,7395,9458,38
0,0,0,0
0,0,0,0
169,729,595,6
1295,907,878,9
109,74,111,1
190,255,81,3
869,662,653,5
446,430,281,4
220,282,117,2
9,0,0,1
27,156,65,1
176,364,239,2
380,765,309,3
0,288,64,0
345,275,146,4
140,34,16,2
240,201,184,3
18,72,0,1
278,350,594,5
0,9,0,0
158,352,395,5
339,356,136,6
510,86,756,6
646,15,210,29
17,58,27,0
399,618,189,6
146,165,908,2
396,428,206,2
700,1968,1209,9
415,364,844,5
62,13,114,1
45,81,48,1
0,0,0,0
0,0,0,0
40,13,7,1
0,0,0,0
4,72,19,0
753,1285,1106,9
77,61,91,2
160,349,92,2
359,334,409,4
1090,1240,1590,6
2993,4041,4667,24
18,17,0,1
37,63,6,0
0,21,0,0
0,0,0,0
8,0,0,0
19,14,0,0
0,0,0,0
6,132,0,0
387,252,81,5
8,34,0,1
544,984,398,4
12,80,32,1
34,235,145,0
27,122,56,2
388,502,57,5
76,128,62,1
226,89,0,3
16,18,22,0
40,106,237,0
0,0,0,0
13,0,9,0
15,22,57,1
77,0,27,0
0,0,0,0
52,63,31,0
1290,1246,733,11
77,240,67,0
75,151,35,1
20,107,31,0
189,436,188,3
0,45,0,0
738,1342,1848,9
324,252,102,1
2717,2015,3125,14
31,158,50,1
295,204,138,2
690,492,391,2
676,649,244,11
2496,2769,2990,16
4669,4565,3456,26
1570,2007,1493,14
115,485,333,3
0,70,31,0
156,391,730,2
970,1873,1836,7
197,507,193,2
61,43,40,1
152,498,101,3
5002,5222,3064,34
2512,3741,2298,23
1817,2375,1406,19
721,1114,475,11
390,739,268,1
542,659,309,8
729,542,386,7
409,537,930,5
215,1378,416,6
1453,1439,966,8
5243,4244,4387,33
4108,4444,4105,32
3024,3013,3508,23
5465,4521,4138,38
4853,4597,5768,30
4282,4062,5478,21
105,93,334,2
476,249,273,3
443,500,606,3
2087,2535,1762,13
834,1179,1421,8
2376,1937,1714,11
0,14,0,0
19,243,172,0
91,420,407,2
149,220,205,2
309,714,952,4
140,281,692,4
38,75,101,0
268,277,149,1
95,191,187,1
50,161,132,0
6,110,163,0
10,36,43,1
557,948,516,5
1089,1719,1749,7
338,341,742,4
1878,3173,3635,13
322,1451,1298,6
137,679,415,3
315,1543,875,5
1390,2709,2106,10
1436,2947,1698,13
253,585,292,1
0,0,0,0
0,19,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,60,0,0
0,0,0,0
0,0,0,0
0,0,0,0
77,400,111,1
0,74,89,0
0,0,0,0
0,0,0,0
77,503,101,1
10,14,2,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,0,0
0,0,0,0
13,6,10,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
22,254,272,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
254,359,194,2
21,27,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,19,5,0
0,43,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,98,194,0
14,74,29,0
0,0,0,0
0,0,0,0
2,46,7,1
7,23,12,0
20,155,108,1
23,267,86,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,14,0,0
0,26,0,0
0,11,0,0
0,0,0,0
0,0,0,0
111,319,251,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,13,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,12,21,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,28,22,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
97,323,221,2
56,179,154,0
0,0,0,0
0,9,88,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10,137,7,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,149,56,1
581,326,466,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,7,0
0,0,0,0
0,0,0,0
0,0,0,0
107,448,410,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
60,120,351,2
0,23,248,0
0,0,110,0
5,19,267,0
2,1,240,0
38,32,255,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,46,353,0
11,0,41,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,57,389,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
298,205,292,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
642,697,847,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
331,55,536,2
68,365,269,2
0,2,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
107,396,95,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
39,119,225,1
0,0,0,0
0,0,0,0
374,804,543,6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
250,411,368,1
8,10,126,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6,48,31,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
341,344,454,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
118,124,130,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
415,636,943,4
2,0,19,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
129,148,325,2
312,666,319,1
502,691,325,3
409,373,296,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
740,779,511,2
152,237,206,2
38,213,116,1
1199,1151,1580,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,0,19,0
6,0,0,0
0,0,0,0
156,12,165,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4,0,8,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23,41,43,0
536,466,667,3
0,0,0,0
0,0,0,0
299,510,426,4
243,121,673,1
0,0,31,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
31,196,478,0
13,8,0,1
304,263,534,1
0,0,0,0
108,16,110,1
284,472,845,3
0,0,0,0
0,0,0,0
380,1059,505,2
598,1389,973,6
69,273,270,4
705,1327,1321,7
8,75,8,0
965,1331,1368,6
203,78,531,4
145,182,157,1
2989,2902,3339,30
1879,1994,2722,22
4414,3891,3159,32
2993,3770,3712,33
4239,3882,4493,27
778,930,1718,9
477,1227,1532,8
89,368,430,2
775,965,303,10
1088,1323,731,6
609,335,158,3
0,204,0,0
106,792,755,3
58,815,95,2
196,1511,202,3
1143,1422,1037,7
3107,2918,2749,24
3279,3319,3395,29
615,644,543,3
2202,1442,1687,17
439,669,960,5
1248,1788,1259,12
343,1469,913,6
1007,1820,1157,9
538,742,743,14
481,599,852,4
873,1687,605,12
775,926,931,10
400,721,188,3
1249,1225,439,10
392,841,206,2
696,1067,725,7
1118,1941,1296,6
1319,1485,955,10
200,692,476,4
785,1204,1241,10
11,18,76,0
45,869,224,1
253,915,517,1
361,1125,759,4
877,1693,1200,7
560,894,479,7
2432,2859,3185,16
1099,1225,480,9
616,330,186,4
884,1019,1339,9
358,575,785,3
1516,1306,1438,14
3456,3414,3266,28
3282,3202,3157,28
2401,4811,3140,28
5164,4367,4743,35
2401,2766,2733,17
257,375,218,2
465,803,615,7
3319,3477,2556,24
3789,3612,2563,30
3935,3510,3267,47
6586,6272,7784,49
4448,4308,3978,37
6924,4965,5988,34
703,660,1095,11
2963,3344,3024,29
584,1296,536,10
79,147,23,3
3059,3075,3156,22
3489,3099,2777,80
3125,4354,4325,67
345,277,471,10
422,353,742,10
2522,2028,1877,16
3566,3789,4360,23
2008,2019,2078,14
1518,2111,2867,12
3490,2985,3530,23
8819,7207,7454,52
3314,3730,4020,39
4113,4186,4660,29
4049,3714,3613,34
2059,2498,1620,22
4976,3966,3954,35
1743,1872,1065,14
2449,3294,2910,26
261,507,1071,5
268,333,342,7
215,165,392,4
1384,2651,2377,16
3006,4502,2711,23
4721,5255,4025,37
3391,3486,3596,38
1014,1945,1529,15
2085,3053,2448,20
754,1603,1491,8
1661,3743,5396,19
1400,2653,3120,14
3476,3153,4114,30
4518,3610,5403,67
2988,2014,2640,53
1069,900,559,9
639,858,677,4
1582,1892,1573,11
665,1603,874,12
3245,2636,3500,20
2074,2061,1770,18
2313,2123,2418,27
3090,3022,2328,25
643,1105,806,10
1595,2096,2089,14
2384,1589,2718,19
968,896,527,9
1615,1734,1246,15
2516,2957,2893,15
2686,3446,3390,27
1139,2199,875,11
947,772,848,9
2150,2358,2716,14
1796,1558,1827,14
1737,2412,2347,17
2740,3478,2947,24
1499,3322,1705,16
1472,2570,1318,16
3927,3395,3631,26
3306,4028,5137,29
651,752,450,6
2518,2960,2779,15
2711,2811,2631,18
2746,3607,4725,25
1136,1813,1183,13
2091,2157,1871,11
1995,4033,2660,19
1593,2120,1308,29
1258,1731,1511,8
2730,3644,3157,33
9915,8339,9333,58
16446,14010,12785,63
4754,5234,6114,32
1502,1822,1661,9
5386,3634,5017,26
2843,4371,3330,42
4168,4146,2742,30
2389,3186,3188,29
4472,5093,4756,51
3035,4607,2972,37
2137,3099,2286,29
1740,2688,1630,23
1011,2788,1909,24
1432,2809,1755,23
2051,3390,2249,40
1383,1878,1016,48
346,1317,589,10
854,1597,1072,10
263,1058,629,7
1175,1843,2180,39
1303,2574,2168,19
3000,5229,3012,33
2877,4743,2932,31
2754,4081,3259,45
623,2200,1477,18
4525,4207,4004,38
1578,1311,1153,7
2547,2489,2624,13
1385,1755,1797,18
4016,4889,3386,29
3982,4490,3811,36
3686,5495,3948,41
2655,3224,3136,53
2022,1063,2015,25
698,1309,1814,13
2529,1896,2844,12
962,1637,2289,19
3006,2269,2347,19
2016,2136,2547,14
2062,2392,2698,25
2511,2457,3415,23
1725,2403,3251,27
922,1765,1596,12
2343,3257,3682,31
3998,3746,4778,62
1469,1624,2243,20
3927,3369,4303,47
1517,1771,2679,32
257,356,733,4
1674,1641,2345,16
937,1161,1294,8
4506,4305,4025,38
5160,4801,3307,77
4817,5065,5151,33
2519,4373,4088,20
1996,1646,2776,19
966,1078,1111,7
1067,813,823,7
580,545,550,3
2096,2357,2003,9
1114,965,1015,5
777,462,624,4
1508,2215,1793,10
1487,2132,3028,13
3055,2502,2414,18
1714,2480,2755,19
2021,2324,1631,22
2032,3523,2917,17
2297,2613,3932,16
1401,3401,3200,9
499,1688,1088,5
621,1159,449,8
400,1725,161,8
1118,1757,1354,11
1987,1698,1315,12
242,1106,1364,8
4143,3923,3969,67
3661,5180,4936,35
713,810,1355,8
986,1528,1674,9
1762,2250,1385,9
446,1754,793,11
1413,2077,1326,19
295,1246,556,7
