------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v3.2.1 date format M/d/yyyy Filter Normal -----------
Serial Number: NEO1C16110306
Start Time 06:34:00
Start Date 5/15/2014
Epoch Period (hh:mm:ss) 00:01:00
Download Time 14:02:26
Download Date 5/22/2014
Current Memory Address: 0
Current Battery Voltage: 3.74     Mode = 13
--------------------------------------------------
Axis1,Axis2,Axis3,Steps
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
467,866,1044,2
3177,3389,3933,23
4637,4854,5349,28
2979,3315,3573,19
2083,2691,2106,30
846,1430,966,6
1998,1792,1613,13
4044,4571,5971,30
486,545,100,6
669,1414,775,8
2488,2878,2769,15
4104,3753,3699,25
3057,2789,3252,20
4087,4360,4580,29
2618,2780,2585,14
4429,4297,4615,40
2448,2494,1695,22
2817,3385,4108,25
2531,3553,4292,20
3803,4427,3274,28
4087,3918,4651,30
1226,1767,1335,9
862,996,309,5
949,938,413,9
3395,4042,3999,28
2606,3443,3289,22
2753,3958,2243,33
1896,3049,1715,25
3535,3730,1884,32
1262,1714,978,19
2931,1921,3827,17
1667,1642,2945,13
4423,5429,5112,22
2142,2183,1693,13
2019,1864,1301,19
4897,4424,4144,35
5126,5790,6186,40
2485,3345,3497,34
4846,4453,4347,35
4419,3998,3949,31
1246,3377,1125,18
1644,3680,1419,23
430,2245,575,8
3379,4356,4092,35
2068,3100,1700,23
1023,2033,975,14
2012,2104,2881,19
2110,2199,2448,18
1271,1188,718,11
37,7,35,2
48,163,117,0
483,504,642,4
660,381,440,7
82,176,81,1
303,515,410,1
0,0,0,0
395,510,311,1
0,301,0,0
27,13,14,1
19,123,20,2
270,193,344,6
3280,3872,4662,24
859,932,1294,4
4518,5418,6217,30
2796,2770,3182,18
705,95,1068,11
691,316,1317,13
1157,725,742,11
140,99,69,2
324,273,41,2
1029,1117,729,7
1943,1178,1964,13
353,294,547,4
3368,2539,3553,16
1769,652,1768,7
3288,1805,2439,17
3362,2549,2835,19
2560,2585,1638,18
898,1072,859,12
726,1049,413,7
565,83,43,5
1200,890,554,10
1555,896,944,14
1806,1559,533,17
2286,988,1141,13
2091,1236,824,13
1063,1156,630,11
1793,1189,672,13
739,658,378,8
197,91,46,3
1324,861,598,9
2065,967,843,14
2127,1243,1791,14
808,293,709,6
1063,1117,1167,11
481,230,580,8
2625,2526,1366,19
2220,1004,1404,17
906,339,734,7
367,78,262,3
499,154,367,6
3793,1466,3074,14
2435,992,1752,16
3179,2231,2313,23
3732,2409,2871,15
2357,1291,1638,15
1755,1017,2580,23
3127,1830,3753,20
2147,1487,2823,17
1230,548,1281,18
1988,1187,2470,10
5526,3579,4903,21
2669,1743,1795,10
2817,2239,1028,22
811,871,1589,12
2390,1443,1795,20
1927,1459,969,14
2731,2279,3074,14
2365,1561,2864,23
2711,1547,1728,16
2381,1778,2507,20
1959,1052,1318,14
2146,1733,2022,20
815,1849,844,15
3515,2824,2862,23
3659,4176,4270,28
2375,2997,1953,24
3986,2439,2252,17
3286,2213,1940,19
4271,2231,2197,19
3789,2401,2150,20
3197,1807,2180,21
2407,1334,1329,12
3316,2519,2051,20
2959,2041,1943,21
1987,1683,1858,24
3240,2623,2389,27
2593,2383,2006,21
4015,3277,3666,27
4287,2463,3062,19
5086,3396,5166,22
3508,3374,3431,22
2033,3315,4020,10
2663,3076,2938,15
2161,2078,2031,14
3084,2712,2893,23
3757,3722,4335,25
3417,3197,3202,27
8103,6963,7100,49
13421,11639,12032,55
8389,7328,8181,54
4525,5557,4918,28
4631,4648,5945,42
5024,6042,6389,39
524,1443,1489,8
1769,2291,2662,14
2299,2737,2328,21
4676,4366,4876,27
7271,5921,6505,49
4831,3718,3515,35
4068,3998,3936,31
705,1115,524,2
165,921,482,3
192,607,556,5
675,1467,989,5
561,1685,458,5
5,603,248,0
658,1915,1690,7
12,236,46,1
38,275,184,2
4,106,77,0
114,247,136,4
126,256,66,1
49,200,32,1
8,16,0,1
0,25,0,0
465,761,551,7
968,1348,926,5
1218,943,1224,9
0,90,35,0
589,454,405,6
2978,3375,2711,23
2359,2449,2599,33
1877,2482,2461,25
4760,3804,3033,45
3482,4625,4278,38
1838,2624,1503,17
203,29,154,4
336,404,272,2
0,21,8,0
256,396,739,1
139,458,250,2
81,98,60,1
205,235,179,3
35,97,47,1
109,102,136,1
0,10,0,0
980,962,934,8
1518,2656,2075,13
2651,2788,1926,24
4214,4059,4666,39
2572,3009,3040,38
3719,4216,4331,35
2379,3149,3785,35
4641,5184,5027,35
3166,3170,4152,31
2137,2316,2506,48
2005,2393,2644,22
6456,5515,6140,34
3905,3784,3905,34
3743,3545,4852,33
2769,2519,2686,31
1376,1837,1124,14
4567,3823,4629,40
2531,2742,2945,17
3497,2762,3973,19
2523,3055,4355,20
363,439,425,5
130,173,209,4
478,1443,1550,9
83,75,249,3
411,286,885,7
1307,2739,2766,14
1350,3043,2627,23
820,1222,1937,8
1093,1289,1716,14
723,1420,798,8
789,1989,1250,12
615,1422,1940,9
934,1708,1235,14
1097,1360,1749,10
563,865,1005,12
1382,1859,1916,12
132,1089,888,5
207,343,778,5
3,58,33,0
462,219,532,3
0,0,0,0
0,0,0,0
664,640,848,5
25,33,28,0
8,292,107,1
640,718,750,7
180,421,618,4
8,52,3,0
888,1495,1892,9
130,631,1274,5
63,147,337,2
228,261,500,1
84,126,138,2
151,617,795,4
267,455,1045,3
510,583,1561,10
55,96,409,1
41,35,633,2
213,48,508,3
728,1045,1625,13
45,131,564,3
559,989,894,7
97,13,288,2
164,147,729,4
1939,2597,3383,16
947,1470,1362,12
547,1090,694,8
413,976,1218,8
1177,1948,1157,10
1559,2147,2387,17
18,50,97,0
138,154,250,6
225,406,951,5
1028,1615,2694,11
568,1302,919,7
103,606,823,2
241,949,1291,2
77,1902,835,4
163,2832,1209,7
223,2120,1245,9
70,1795,894,5
169,2177,1403,6
121,1678,862,1
678,1991,1915,6
112,1064,2257,3
298,1367,788,7
902,2235,2485,6
1153,1918,1785,15
1961,1879,2342,10
239,2112,1227,7
477,1603,1147,11
428,868,1238,9
2112,2022,3350,12
439,1040,548,3
269,316,690,1
283,339,404,4
811,1104,814,10
1326,3090,1828,17
1203,2394,2642,11
1153,2317,2725,20
1160,2506,2826,15
2595,2918,3876,28
2772,3156,2684,16
781,1925,901,9
1197,2163,2159,18
1564,3265,3810,22
815,1077,686,6
495,1485,1609,7
71,909,1485,2
1102,1346,1234,9
2215,2854,2686,22
545,847,1450,6
263,600,442,4
1960,3875,3301,22
835,1586,1189,6
279,882,530,5
21,175,159,1
0,91,50,0
1147,1968,2481,11
716,1643,971,11
177,692,490,3
239,1153,856,5
1013,1318,1598,11
497,696,490,7
692,1493,1691,8
533,1491,1000,6
331,1375,494,7
822,1892,2145,9
195,687,432,7
489,840,926,10
163,305,420,4
290,509,516,6
253,430,570,7
241,578,939,7
157,325,931,4
798,974,1292,14
788,1351,1898,13
153,202,1693,8
221,491,751,6
543,775,867,7
2,7,9,0
401,532,653,7
735,709,853,4
128,414,579,2
117,162,707,1
437,394,713,5
620,1301,1081,6
513,881,1073,5
32,84,610,1
182,432,882,2
1105,1700,1876,8
84,916,219,2
57,689,161,0
147,244,157,4
0,191,20,0
11,116,48,1
570,652,616,5
107,422,189,2
9,99,34,0
39,263,141,2
141,191,92,1
201,382,177,2
1037,1253,751,11
150,339,31,1
323,719,837,4
508,1507,1840,5
209,921,351,2
36,511,6,1
667,1748,712,9
849,1796,683,8
1709,2423,2808,17
0,0,63,0
304,913,896,5
308,773,660,3
390,1153,569,10
474,831,518,10
84,289,151,3
1640,1139,1501,10
644,1574,1533,6
661,1392,1614,9
1100,1080,1954,9
978,1318,940,10
417,719,534,13
897,742,1562,9
1016,1369,1882,12
1974,2325,3068,14
1357,2391,1620,12
1617,2199,1197,16
726,608,1025,9
481,1057,1384,7
708,728,566,9
440,597,249,2
109,213,349,2
0,0,6,0
518,1270,409,2
965,709,239,6
424,385,558,4
951,1351,1334,6
573,929,522,9
333,411,425,4
9,54,34,0
0,0,3,0
7,1,26,0
0,17,45,0
51,168,151,1
65,63,84,2
3122,3138,2194,20
315,185,187,3
519,260,455,6
403,680,780,3
26,35,196,1
11,0,14,1
43,392,404,2
314,316,192,5
393,1241,446,5
187,335,204,8
537,943,571,4
931,1852,1378,7
536,957,476,5
95,465,386,4
380,355,78,13
240,533,67,9
1605,1760,1738,16
740,968,638,9
736,831,640,8
990,2007,1674,10
763,1253,1546,8
752,1339,913,11
2416,3111,3174,18
1052,903,1315,8
1517,1923,1920,9
1028,978,1163,4
748,469,357,9
192,230,86,2
641,416,257,6
1449,1705,1450,9
4323,4513,3675,33
4187,3969,3470,27
3366,3564,2119,25
3379,3429,2994,25
7205,6655,6431,34
3762,3190,3123,25
3089,3433,3074,25
4651,3204,3768,58
4972,2508,6132,95
2925,2238,2856,45
6058,5922,7037,50
11318,10151,12603,61
15606,12199,14638,79
7691,7055,7250,54
13347,12533,13651,74
7731,8423,8056,51
5660,5832,5747,44
17172,15063,14333,75
16802,14724,17222,74
4759,6146,5571,55
7078,6296,6631,37
5312,5228,5430,32
3349,4043,3640,19
4085,4694,5005,25
13523,13065,13756,68
7175,7192,6826,46
5002,3780,4733,44
4586,3961,4146,43
4622,3275,4039,28
5896,5484,5573,42
7961,6945,8628,46
8898,9575,8637,53
6435,6852,6562,56
4198,4721,4852,61
8020,8760,8669,47
3604,6270,6345,41
7328,6475,6369,48
5952,6987,6895,58
4461,4979,4990,50
8983,7768,8553,52
7072,6937,6602,62
6858,5913,6458,52
920,752,280,14
4751,5524,5159,38
2757,2752,2985,28
5343,5269,6305,34
3546,3438,3971,25
5324,4646,4361,33
1725,1920,2301,13
1519,1775,2079,14
1794,2535,2415,14
1398,2605,2415,13
3776,5408,4250,33
1809,2567,2346,14
1079,1218,1342,5
2181,2400,1755,11
4236,4178,3647,25
5600,5219,5544,31
3187,3793,3945,24
2410,4094,2099,35
10322,9345,9586,48
4232,5110,5407,40
5724,5000,5068,36
4649,3928,4423,30
3809,3955,4631,27
4355,5055,4900,34
5180,4092,4007,31
3378,3549,2523,20
4422,2793,3675,15
4182,2981,3937,18
3459,3472,3041,38
4967,5087,6419,43
2347,1807,3338,22
3587,3935,2955,20
2162,2671,2429,16
9130,6443,7444,42
3104,3218,3399,24
1455,1538,1482,15
2502,3670,2681,28
3017,3030,4323,24
3175,3875,3297,31
5498,4280,4703,28
3172,3278,2567,30
3734,2611,2258,31
5172,4633,4749,33
3816,3660,4924,30
2530,2228,2788,19
3410,4164,3567,35
4533,4522,4744,29
3513,3993,2657,25
4910,3800,4556,27
4280,3832,3660,31
5627,5242,5767,38
4031,3210,2930,22
1757,2137,1791,15
5074,5975,6441,36
5076,4416,6006,30
5561,5029,6148,29
2663,3069,3603,26
3820,3941,4085,30
3822,4411,5212,36
2126,2385,1828,17
2893,3638,3568,20
4266,4225,5133,29
3762,3258,4196,29
6446,5480,5734,43
7001,6890,6342,48
4843,5032,5618,29
6390,4878,4875,26
3018,2665,3083,19
3425,3190,2910,47
4111,3020,4185,77
6465,6415,5643,84
4249,3738,3963,37
4974,5167,5508,78
5525,5638,4828,46
5763,4608,5081,30
3420,3414,3613,48
2041,2402,2368,23
2740,2853,3591,26
1124,935,1299,22
2953,3139,2611,38
3839,3622,2965,25
3474,3743,3041,25
1793,1372,2255,11
497,620,956,8
80,366,448,3
1870,2563,1764,17
4702,4142,4161,34
7794,7341,8239,45
5086,6121,6452,27
7548,9606,9440,32
6384,5206,6996,40
4917,4803,5094,37
4977,4120,4483,31
2977,3493,3286,41
4931,5114,4653,35
5041,5504,5808,45
6411,7045,7561,46
6275,5127,6180,37
3727,3487,3759,31
3797,3602,3968,34
6803,5746,6112,57
6073,5128,5238,42
5338,4331,4095,44
10236,8576,9199,64
4883,4608,4960,43
5296,5783,4702,45
7621,5547,6240,77
2862,3430,4231,39
3103,3379,3169,31
2240,2109,1917,33
5801,4884,5141,37
5054,5356,4628,31
2838,3356,3098,30
2147,2770,2014,37
2894,2278,2871,50
3177,1842,2504,58
4051,3042,3624,63
3812,2993,4022,64
3193,2827,3748,59
4467,3924,3839,37
2558,2595,2042,31
1791,2381,1958,20
4080,3934,4218,49
9044,6680,7968,47
2568,2304,1910,30
3522,5628,6550,75
2363,3197,3966,38
1178,1808,1086,13
5777,6846,8658,82
2757,3196,2418,33
1015,1204,1729,9
4432,3251,3881,54
5130,4705,4889,40
5427,5465,6098,48
3877,3070,3359,24
4599,5169,5119,50
5401,5767,5216,50
18594,13599,15759,66
2009,2804,2505,13
4973,4835,4781,27
3029,2963,2701,33
4376,3754,3471,43
3116,3953,3302,27
73,75,49,3
1091,1365,1176,7
5422,5145,4695,35
6107,6371,7053,39
1702,1860,1634,14
4878,3293,3708,36
2919,3163,2725,23
55,73,0,1
153,168,17,2
1167,1199,657,9
204,290,102,1
103,236,46,3
703,438,532,4
563,483,153,7
921,1091,908,9
1813,1361,1429,16
238,292,182,3
85,392,33,2
423,183,102,5
3851,2038,2764,34
2268,2349,1791,24
1285,1048,1011,13
3465,2839,2700,24
1408,2052,1674,30
2142,2368,2245,29
3516,2326,2078,109
2807,2248,2377,72
2787,1844,2151,81
3946,2849,1806,107
3096,2309,2483,41
3513,3237,2898,48
5822,4780,5821,53
5427,5065,5209,39
7150,5484,6871,26
2946,2352,2820,24
2895,2762,2996,24
5610,4757,5096,34
5786,4444,4352,45
3262,3105,2789,43
1332,2014,1830,33
2281,2811,3280,22
4119,3899,4559,39
1740,2458,2409,15
3362,2819,3295,20
2956,2704,2652,33
4295,4759,5101,28
7076,6574,6216,50
4586,4652,4446,40
2667,3180,3359,14
2244,2094,3723,19
1565,1714,3227,29
5873,5921,5186,41
4812,3209,4465,21
4137,4044,3001,23
3905,3165,3697,26
3135,3118,2999,30
2668,2898,3036,36
2673,3237,4149,51
3941,3499,3428,26
2859,3944,3493,33
6392,7526,5985,52
5182,6573,6857,38
4231,3145,3075,51
3856,3343,3295,57
5710,4035,4796,36
3188,2777,2047,62
3154,1791,1550,105
2516,2005,2768,30
2616,2705,2395,31
679,1736,1718,7
1547,1327,1763,10
260,268,445,2
505,281,603,4
674,1087,1625,8
256,71,452,4
199,102,383,2
118,64,455,2
708,846,1533,9
661,526,621,4
402,570,737,6
625,556,972,5
1677,874,1248,9
1656,1271,1544,11
1254,1491,1007,11
1134,973,1077,10
1973,1176,1253,15
734,783,477,6
1257,1025,1260,11
726,485,681,8
2289,1864,1965,21
4955,2719,3466,89
1400,1898,1010,21
3277,3673,2755,63
3278,2674,3196,40
540,1470,824,5
1763,1528,1205,14
504,166,254,4
1083,986,1179,10
727,849,837,12
199,202,291,3
0,28,41,0
192,223,175,1
138,125,348,2
1339,378,1332,6
378,273,602,8
645,831,361,10
408,754,390,6
19,74,0,0
2188,1604,1778,11
0,16,65,0
849,443,726,3
480,299,383,2
274,87,686,1
840,528,545,7
1320,1280,1004,9
1485,1480,1148,18
1701,1358,1014,23
3053,2476,2868,72
2523,1264,2092,86
3560,2187,2889,64
2595,2679,2907,23
3296,2792,2315,42
6790,4229,4553,48
3189,3408,2941,33
2964,3016,3605,27
1574,1586,589,12
96,226,66,1
0,30,0,0
1643,1436,632,14
1971,1777,824,15
1894,2810,1894,25
3125,2817,3193,42
4499,2646,3677,56
2636,2474,2066,20
1927,1112,1285,10
1614,2182,1442,28
1475,816,1829,17
9469,4587,6612,48
4461,1608,1634,37
7075,3677,5074,31
993,1583,744,15
2522,2355,2283,30
4744,2209,3171,22
5149,3977,3907,35
3377,2998,2185,34
1234,1503,908,17
3883,2613,2668,25
2563,2778,1166,27
3277,2466,2453,26
2713,3101,2341,30
2987,2550,2138,27
3881,3287,2838,23
2751,3598,3091,17
4463,4734,4265,68
10512,8934,8997,54
4643,3627,3843,55
4231,4230,4129,48
3426,2889,2645,44
1638,1376,1773,11
3207,3080,2898,33
4874,3765,3748,28
2698,1669,2151,53
3932,2497,2394,78
4503,3822,3364,51
1387,1093,1043,10
877,676,968,10
2588,2148,2929,16
5073,3123,4402,32
1394,1005,1037,14
2695,1414,1421,12
2670,2034,1804,13
803,733,642,6
4666,3674,3304,33
4706,3550,3957,59
5483,4366,4256,49
1742,1636,1900,28
2179,2214,2269,14
2790,3094,2129,18
2286,2469,1992,16
1369,1260,1101,11
1092,912,989,11
2298,4147,3208,18
673,1126,1223,14
1277,1229,1376,8
326,194,317,4
274,294,163,4
154,627,766,7
356,789,443,6
571,443,110,7
730,576,209,3
610,594,144,6
407,551,598,4
117,63,24,3
314,327,308,4
524,537,303,8
735,643,304,9
169,93,255,4
135,186,125,2
489,479,550,5
401,234,597,4
539,648,731,9
1275,773,541,15
2475,2382,1950,21
2326,1354,1646,16
2399,2666,3531,27
359,592,117,13
2407,2210,2800,44
1667,1579,1698,25
1512,1593,1060,20
2425,2591,1457,29
1860,1889,1044,35
4634,3827,4368,62
2298,2175,3038,58
3013,2830,3336,64
5209,4186,5671,77
4933,2983,4285,71
2510,1982,3633,61
2987,2842,2892,42
5375,4397,4076,60
3254,2344,2758,73
5541,3665,4640,76
1966,2085,1686,34
2485,2149,1215,50
1333,1298,926,16
3874,2483,2306,25
2726,2243,1740,31
3370,1596,1475,19
3572,2883,2817,34
1664,1213,912,25
1507,1958,412,41
2998,2588,1799,38
1196,1488,357,14
1577,1597,1168,29
663,1087,215,19
2507,1900,1660,37
2087,1872,1009,31
2477,3041,2474,57
2481,1990,2964,74
2676,2233,2611,68
2514,1728,2659,75
4351,3658,3926,83
4125,4130,3567,46
247,873,678,11
1156,1416,1194,19
607,1157,828,10
1233,1102,732,12
1347,1009,687,15
2459,1674,2652,42
3098,1494,3778,67
2792,1516,3743,66
2175,1825,1855,48
3317,2181,3040,53
2458,2159,1759,13
72,194,0,0
0,0,0,0
0,0,10,0
0,0,0,0
0,0,0,0
0,0,0,0
799,537,776,6
0,0,0,0
198,19,69,1
1093,957,1217,11
5844,4593,4792,39
2394,3193,2970,20
264,670,733,4
342,638,714,3
29,63,5,1
351,673,923,3
48,61,27,1
213,352,408,3
241,423,474,4
234,328,300,3
350,1352,838,4
0,0,26,0
82,45,287,2
287,500,458,4
70,113,172,2
0,0,0,0
3,0,0,0
0,60,7,0
56,84,17,1
11,152,197,0
0,0,0,0
44,216,325,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
37,42,268,1
0,4,30,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19,149,172,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,10,0
0,23,19,0
2,38,201,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
45,49,250,1
159,155,437,1
89,135,180,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,14,0
0,0,0,0
0,0,0,0
0,0,0,0
51,3,12,1
55,11,1,1
0,21,12,0
0,0,0,0
0,0,0,0
257,183,213,2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
329,931,670,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
370,380,490,6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
330,845,442,8
5,89,16,0
31,585,158,1
124,262,100,2
101,396,99,2
0,0,0,0
245,1155,164,3
871,1026,1210,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
40,149,67,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
216,455,231,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
357,692,307,5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
156,361,6,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
193,287,36,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13,322,37,1
74,737,377,1
351,1057,107,7
0,0,0,0
0,0,0,0
0,0,0,0
7,104,34,0
0,0,0,0
0,0,0,0
0,0,0,0
222,226,123,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
32,6,14,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
331,453,389,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
127,377,113,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
274,544,75,2
0,0,0,0
0,0,0,0
282,312,49,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
253,590,16,2
0,0,0,0
0,0,0,0
9,26,18,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
38,202,0,1
0,0,0,0
0,0,0,0
0,0,0,0
64,6,3,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
215,217,25,2
34,101,15,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
62,182,37,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
263,177,7,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1248,1604,1059,6
0,0,0,0
328,501,585,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29,65,120,0
880,763,1053,6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
36,8,81,1
125,150,152,1
0,0,0,0
0,0,0,0
96,353,363,2
0,63,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
40,43,16,1
0,0,0,0
466,926,734,6
174,73,293,1
403,653,357,2
377,584,434,2
2733,3154,2711,19
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
752,264,991,7
0,0,0,0
125,75,37,1
0,0,0,0
59,9,17,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
119,48,74,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,9,13,0
0,0,0,0
0,0,0,0
0,0,0,0
14,24,0,0
0,0,0,0
10,12,13,1
44,0,0,1
0,0,0,0
0,0,9,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
189,241,361,2
0,0,0,0
0,0,0,0
17,141,8,0
0,0,0,0
0,0,0,0
0,48,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
205,434,547,2
0,0,0,0
21,0,55,1
3,0,5,0
0,0,0,0
10,0,54,0
0,0,0,0
0,0,0,0
0,1,8,0
0,0,0,0
0,0,0,0
399,277,746,3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10,9,82,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,7,0
4,0,22,0
90,0,394,1
115,21,310,1
54,3,142,1
0,0,0,0
0,0,0,0
6,7,68,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
169,77,517,2
0,0,0,0
46,9,478,1
486,1129,1207,4
44,25,367,1
13,41,237,1
0,0,13,0
2137,2426,2316,15
88,10,144,2
50,12,148,1
0,0,0,0
41,10,93,2
17,1,0,0
298,211,397,3
536,292,1403,9
260,108,491,2
525,537,1212,9
259,282,390,4
80,205,212,1
568,1037,422,5
160,279,12,4
815,1131,1456,6
232,283,391,2
0,5,29,0
482,557,934,7
